number,title,country
264893,Maronline Soluções em Tecnologia LTDA-ME,BR
264892,Gente Telecom do Brasil Eireli ME,BR
264895,TRIBUNAL REGIONAL DO TRABALHO DA 20A. REGIAO,BR
264894,DREAMNET PROVEDOR DE INTERNET LTDA - ME,BR
264897,SKYMAX TELECOMUNICAÇÕES LTDA ME,BR
264896,NET MIMO INTERNET LTDA - ME,BR
263322,KRIESANG LTDA ME,BR
263323,Kanon Serviços em Tecnologia da Informação Ltda,BR
263320,Sansara Telecom,BR
263321,Ejmnet Tecnologia ltda,BR
263326,VISUALPHONE-SCM LTDA,BR
263327,ONLINE SERVICOS DE TELECOMUNICACOES LTDA,BR
263324,Net&Com Serviços de Informática e Telecomunicações,BR
263325,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGI",BR
8930,ASN-MEDIAFAX,RO
263328,Panda Network,BR
263329,FIBERCOM Telecomunicações,BR
40849,FULLBEAUTY-BRANDS - FullBeauty Brands Inc,US
40848,FMFCU - Franklin Mint FCU,US
1234,FORTUM-AS Fortum,FI
1235,FR-U-1-CRI-RENNES Universite de Rennes1,EU
1236,"GDC4S-GROUP-2 - General Dynamics C4 Systems, Inc.",US
1237,KREONET-AS-KR Korea Institute of Science and Technology Information,KR
1230,UNINET-ASNBLOCK,ZA
1231,UNINET-ASNBLOCK,ZA
1232,UNINET-ASNBLOCK,ZA
1233,ERX-NASDA-ASN National Space Development Agency,JP
46945,"ELITEHOSTS - Elite Hosts, Inc.",US
23668,KPU-AS-KR KOREA POLYTECHNIC UNIVERSITY,KR
23669,UIP-SYD1-AS-AP United IP - Transit AS - Broadband Provider,AU
1238,ICM-MALAYSIA - US Sprint,US
1239,SPRINTLINK - Sprint,US
27712,Paulo Dias de Araujo Filho,BR
27713,General Motors Argentina,AR
27710,Oi S.A.,BR
27711,Transportadora de Gas del Norte S.A.,AR
27716,Cable Onda,PA
27717,Corporacion Digitel C.A.,VE
27714,Unete Telecomunicaciones Ltda.,BO
27715,Locaweb Serviços de Internet S/A,BR
6002,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
27718,Latin American Nautilus,AR
27719,Difarma Ltda,CL
6003,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
59379,EEOSPL-IN EFFICIENT ELECTRICALS ONLINE SOLUTIONS (IND) PVT LTD,IN
59378,MCL-BD Managewell Communication Limited,BD
265085,José Aderaldo de souza Fernandes,BR
7645,DEAKIN-AS-AP Deakin University,AU
6000,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
41537,"C-SOLUTION-AS Al. Callatis nr. 7 Bl. A9, Sc. B, Ap. 19",RO
8456,ASBOUN,TR
46007,DONGBUAM-AS-KR Dongbu Asset management,KR
59370,ACCESS-NP Access World Tech Pvt. Ltd.,NP
59372,KHGATE Cambodia Internet Gateway (KHGate),KH
59375,DELTA-BD Delta,BD
59374,BEST-IDC-TH BEST IDC by Best Internet Service Solution,TH
64507,-Reserved AS-,ZZ
59376,EXPEED-AS-AP Expeed Technology Pty Ltd,AU
35122,SATNET-AS,BG
35123,MITEL-AS,UA
35121,WEBKOM,SE
35126,UKE-AS,PL
35124,INFINITE-AS,PL
35125,SMOLENSK-AS,RU
35128,HPB-AS,HR
35129,TETRATELEMATIK-AS,RU
55490,TRUEMOVE-AS-AP True Move Company Limited,TH
55491,KANGAN-AU Pearcedale Parade,AU
55492,DFN-BD Dhaka Fiber Net Limited,BD
55493,ITLEADERS-AU 3/4 United Road,AU
32479,"OPENBAND - OPENBAND MULTIMEDIA, LLC",US
32478,ITVOCAL - IT Vocal LLC,US
55496,"SEACON-AS-AP Seacon Hotel & Resorts Co.,Ltd.",TH
55497,BLIZZARD-AP 16215 Alton Parkway,SG
32475,"SINGLEHOP-LLC - SingleHop, Inc.",US
32474,PEERNYC - Peerless Clothing Inc.,CA
32477,"ONLINE-TECH-LLC2 - Online Tech, LLC",US
32476,MSFT-32476 - Microsoft Corporation,US
32471,CELLCO-PART - Cellco Partnership DBA Verizon Wireless,US
32470,ASN-RAZOR - RazorLine L.L.C.,US
32473,EHTEL - Eh!Tel Networks Inc.,CA
32472,LEXIS2-AS - LexisNexis,US
8462,TARR1,HU
8463,,IT
8460,ONSAKH-AS Hosting and Service Provaiding,RU
8461,ASN-TEX-KYIV,UA
8466,BILKENT,TR
6008,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
8464,MAINGATE-AS,SE
3165,PTLANET-AS ul. Chelmonskiego 11/138,PL
59533,LUKYANOVA-AS,RU
8468,ENTANET ENTANET International Limited,GB
6009,DNIC-ASBLK-05800-06055 - DoD Network Information Center,US
59532,CONVERSTEL-AS,RU
59531,AIRNET-AS,UA
35698,SALINEN-AS,AT
35699,ADAMOEU-AS Adamo Telecom Iberia S.A.,ES
50518,K2ENGINEERING,ES
50519,KDMS-AS,RU
35690,IRANINSURANCE-AS,IR
50517,KSU,SA
35692,ZGODA,PL
50515,TIER-DATA-CENTER,RO
35694,SIEMENS-COMMUNICATIONS-SOLUTION-1,GB
35695,FALCON-AS,PL
50510,CRUK-AS,GB
35697,MINISTRY-INTERIOR-RIYADH-AS,SA
33722,CCCR-AS - Cache Creek Casino Resort,US
52914,Associacao Educacional Nove de Julho,BR
393405,SCCUSD-AS - Saint Charles Community Unit School District 303,US
52916,Datanet Provedor de Internet Ltda,BR
39154,SHERN-AS,SY
22539,-Reserved AS-,ZZ
22538,IBM-GBS - IBM Business Consulting Services,US
52912,VIEIRA E RETECHESKI LTDA,BR
52913,PLANALTO NET,BR
22535,EPLINC - EPL INC,US
22534,CS-TECH-INC - CS Technologies,US
22537,ALBEMARLE-CORP - Albemarle Corp,US
22536,"VNU-LOSANGELES - VNU, Inc.",US
22531,"LASHBACK - Lashback, LLC",US
22530,DLKCORE - Dialink Corporation,US
22533,IMS - Inquiry Management Systems,CA
22532,SHORCAN - SHORCAN BROKERS LIMITED,CA
263810,VOLKSWAGEN ARGENTINA,AR
263811,COOPERATIVA UNION DEL SUD,AR
263812,TL Group SRL ( IPXON Networks ),AR
263813,iNet - Banda Ancha,PY
263814,COOPERATIVA TELEFONICA DE SERVICIO PUBLICO Y COMUNICACIONES DE VILLA DEL TOTORAL LIMITADA,AR
263815,JUAN SEBASTIAN LABORDA (PREMIER TECNOLOGIA GLOBAL DE CONEXION),AR
263816,Camara de Diputados de Chile,CL
263817,REDCA - RED CENTROAMERICANA DE TELECOMUNICACIONES,NI
263818,JOSE GUILLERMO LACALLE,AR
263819,DOBLECLICK SOFTWARE E INGENERIA,CO
26447,"SHUTTERFLY - Shutterfly, Inc.",US
26446,"STOUFFER-COMMUNICATIONS-INC - Stouffer Communications, Inc.",US
26441,HYPERWALLET-VB - HyperWALLET Systems Inc,CA
26440,SPRAGUE-ENERGY - Sprague Operating Resources LLC,US
26443,"QIAGEN-GERMANTOWN - QIAGEN Shared Services, Inc.",US
26442,DNB-US - Dun & Bradstreet,US
25628,CDP - Collier County Clerk of the Circuit Court,US
25629,ACPS-8-ASN - Albemarle County Public Schools,US
3160,ASLUMIUS,CZ
7176,"LVLT-7176 - Level 3 Communications, Inc.",US
25620,COTAS LTDA.,BO
25621,ASN-GENESIS - Genesis Health System,US
25622,TERMNET - TERMNET MERCHANT SERVICES INC,US
25623,"CISN2 - TowardEX Technologies International, Inc.",US
25624,"NIGHTASN - Night Technologies, LLC",US
25625,IPAI - IP Access International,US
25626,POTEN - POTEN & PARTNERS INC.,US
25627,BTS-USA - Business Telecommunications Services Inc,US
65303,-Private Use AS-,ZZ
65302,-Private Use AS-,ZZ
65301,-Private Use AS-,ZZ
24978,SPRINT Aut.-System Telenec,DE
54181,SJH-BANGOR-AS1 - ST JOSEPH HOSPITAL,US
65306,-Private Use AS-,ZZ
65305,-Private Use AS-,ZZ
65304,-Private Use AS-,ZZ
24973,KOMPLEX-AS Ruhrorter Str. 100,DE
24972,LURSOFT-AS,LV
24971,MASTER-AS Czech Republic / www.master.cz,CZ
24970,-Reserved AS-,ZZ
24976,TECHGATE-COMMUNICATIONS,GB
53912,GUGGE-PURCHASE - Guggenheim Services LLC,US
7396,OREGON-IX - Univerisity of Oregon (Oregon Exchange),US
39239,-Reserved AS-,ZZ
44562,FCN44-AS,UA
7391,DNIC-AS-07391 - Navy Network Information Center (NNIC),US
47784,INSTINF,PT
7390,NLSLAN,ZA
35863,"TELCO214US1 - Telco 214, Inc.",US
26199,NKCHA - North Kansas City Hospital Auxiliary,US
26198,"3MENATWORK - 3Men@Work Integrated Networks, Inc.",CA
328065,Vast-Networks-AS,ZA
46825,CBPU - Coldwater Board of Public Utilities,US
35862,JCWIFI - JCWIFI.COM,US
26193,"WHOLESALE-DATACENTER - Wholesale Data Center, LLC",US
26192,IMPAC-FUNDING - Impac Funding Corporation,US
26191,AS-SANFORDFGO - Sanford Health,US
26190,SENTRY - Sentry Insurance a Mutual Company,US
26197,HIGHJUMPSOFTWARE - HighJump Software Inc.,US
26196,NNMT - NNMT,US
26195,DCHUSA - DCH Auto Group,US
26194,"123.com.ve, C.A.",VE
35860,IMAGINE-NETWORKS-IMGNET - Imagine Networks,US
4073,"DNIC-ASBLK-04065-04125 - Headquarters, USAISC",US
35867,"PEMASN - Performance Equity Management, LLC",US
328069,Alfa-Solutions-AS,KE
35866,"JONES-APPAREL-GROUP-INC - Jones Apparel Group, Inc.",US
328068,Beginning-2-End-AS,ZA
46824,-Reserved AS-,ZZ
196909,YOURS-AS,PL
196908,ABATEL-AS,RS
196906,RNET-AS,UA
196905,MMIKS,UA
196904,NETENT-AS,GB
196903,RONUS-AS,PL
196902,DUDLEY-MBC,GB
196901,OKK1-AS,PL
196900,AXALNET-AS,SK
50505,ATS-AS,PL
4072,"DNIC-ASBLK-04065-04125 - Headquarters, USAISC",US
50504,YEDITEPE-UNIVERSITESI,TR
6550,SBSERVICES-AS - Softbank Services Group,US
394302,"IAD-COLO - Qualcomm, Inc.",US
35685,DIENA-AS,LV
2088,FR-RENATER-MAYOTTE Reseau National de telecommunications pour la Technologie,EU
2089,FR-MAN-CAEN FR,EU
25089,GREINER-AS,AT
999,GONET-ASN-17 - GONET,CA
2082,RENATER_ASNBLOCK1 FR-RENATER,EU
2083,RENATER_ASNBLOCK1 FR-RENATER,EU
2080,RENATER_ASNBLOCK1 FR-RENATER,EU
2081,RENATER_ASNBLOCK1 FR-RENATER,EU
2086,RENATER_ASNBLOCK1 FR-RENATER,EU
2087,RENATER_ASNBLOCK1 FR-RENATER,EU
2084,RENATER_ASNBLOCK1 FR-RENATER,EU
2085,FR-RENATER-ASN-BLOCK RENATER-ASN-BLOCK,EU
50502,GSRAN-AS,RU
134947,AUS-AS Auspice,IN
134946,SPEEDNET-AS THE SPEEDNET,IN
134945,SARBENGG-AS Guru Broadband Services Pvt.Ltd,IN
134944,RAFT-AS RAFTAAR INFRA SERVICES PVT LTD,IN
134943,RETICULE-AS RETICULE INFOTECH PVT.LTD,IN
134942,SPEEDNETBROADBAND-AS Speednet Broadband Services,IN
134941,ICN-AS INSTANT CABLE NETWORK PVT LTD,IN
134940,FBDNETCOM-AS Faridabad Netcom Pvt. Ltd.,IN
134949,ALLCOMNETWORKS-AS-AP ALLCOM NETWORKS PTY LTD,AU
134948,DATACOM-AS-CCAAS Datacom CCaas ASN,AU
30297,APPLI-54 - Application X,US
62915,WTECHLINK - Wtechlink Incorporated,US
46005,KYOWON-AS-KR kyowonkumon,KR
37083,-Reserved AS-,ZZ
53537,"ISG-AS001 - ISG Software Group, LLC",US
46821,GSTBOCES - Greater Southern Tier (GST) BOCES,US
36578,"WISN-TV - Hearst-Argyle Television, Inc.",US
36579,"WESH-TV - Hearst-Argyle Television, Inc.",US
9418,CA-ASIAPAC-AS-AP Computer Associates Asia Pacific,AU
36570,"KOCO-TV - Hearst-Argyle Television, Inc.",US
36571,"WLWT-TV - Hearst-Argyle Television, Inc.",US
36572,"WPBF-TV - Hearst-Argyle Television, Inc.",US
36573,"WXII-TV - Hearst-Argyle Television, Inc.",US
31132,RESOMATIQUE Esplanade de l'Aeroport,FR
36575,"WCVB-TV - Hearst-Argyle Television, Inc.",US
30296,"YCMLLC - York Capital Management, LLC",US
36577,"KCRA-TV - Hearst-Argyle Television, Inc.",US
16640,SILICON-VALLEY-BANK - Silicon Valley Bank,US
63888,TISP-AS TISP LIMITED,HK
19617,SAA - SOUTHERN AUTO AUCTION,US
63886,IDNIC-UPNYK-AS-ID Universitas Pembangunan Nasional Veteran Yogyakarta,ID
37678,BOFINET,BW
63884,IDNIC-STAINKUDUS-AS-ID Sekolah Tinggi Agama Islam Negeri (STAIN) Kudus,ID
47920,COMREC,UA
46820,LRHNET1 - Littleton Regional Hospital,US
16642,"OGILVYGROUP - The Ogilvy Group, Inc.",US
63880,LARISA-AS-ID PT Larisa Trimanunggal Mas,ID
37679,URA1,UG
20906,ALLIANZ-AS Spain,ES
20907,SHOW-TV-AUTONOMOUS_SYSTEM Yapi Kredi Plaza,TR
20904,NETPLAZA-AS,FI
19615,-Reserved AS-,ZZ
20902,DEGNET Internet Service Provider,DE
20903,"AMUST-SOFTWARE-CUST-AS St.Petersburg, Russia",RU
20900,MAN-CASTRES-AS Network operating in the South Western France (Toulouse-Castres),FR
20901,CSC-MANN-AS,DE
16644,SUNGARDPUBLICSETOR-16644 - Sungard Bi-Tech Inc,US
328070,MTN-Business-Solutions-BW-AS,BW
16645,"EPIQSYSTEMS - EPIQ Systems, Inc",US
37674,Millenium,MU
16646,BI-LO-AS - BI-LO LLC,US
37675,Sky-Connect-ASN,ZA
46823,"NEUSTAR-DENVER - NeuStar, Inc.",US
16647,"PERIMETERWATCH - Perimeterwatch Technologies, INC",US
37676,Oye-Ekiti,NG
37677,SCPT,CD
58899,MUKESHTECHNETWORK-AS MukeshTech,IN
33591,"MERITAIN-AS - Meritain Health, Inc.",US
6330,WORLDWIDE-AS - Worldwide Communications,US
58898,RAINBOWISP-AS Rainbow communications India Pvt Ltd,IN
328071,Skytelecom-Egypt-AS,EG
37671,GLOBALNET-AS,TN
198509,NVVI-ASN,PL
198508,PLUSINE-AS,NL
33430,"VTSILAS - Vantage Technologies Systems Integration, LLC",US
33431,CH-448-33431 - Centex Hosting,US
33436,"PARTNER-FUND-MANAGEMENT - Partner Fund Management, L.P.",US
33437,HOTNIC - Hotnic LLC,US
18419,DADA-AS-TW DaDa Broadband LTD.,TW
18418,IPV6PO-NET Taiwan IPv6 Development Program.,TW
18417,TWNIC-AS Taiwan Network Information Center,TW
18416,NETOWNCHIEF Genmart Tech. Co. lmt.,TW
198503,DFMAS,AE
198502,CAMC2-AS,RU
18413,GBTC-TW Great Taipei Broadband Company Ltd.,TW
18412,"FEG-MPLS Far EastTone Telecommunication Co., Ltd.",TW
18411,"EDTNS-AS-TW EDT Network Services Limited Co,Ltd.",TW
198506,MEDAVANTE,DE
264138,INTERLES COMUNICACOES LTDA,BR
264139,WORLD INFORMATICA LTDA,BR
30169,-Reserved AS-,ZZ
30168,DVOX-PGH - DynaVox Systems LLC,US
15629,UNITECHNAL,HU
15628,ASDVG,DE
264132,ELETRO SHOPPING CASA AMARELA LTDA,BR
15626,ITLAS,UA
15625,ING-AS Amsterdam,NL
15624,OKITECH,PL
15623,CYBERLINK Cyberlink AG,CH
15622,UK-FRONTLINE,GB
264134,Fernando B de Oliveira e Cia Ltda,BR
15620,INTBEL Belgorod state techological university na V.G. Shukhov,RU
9014,CEFAS,GB
9015,,RO
9016,KBS-BANK-AS,PL
9017,MDAM,NL
9011,,GB
55797,HOYTS-AS-AP The Hoyts Corporation Pty Ltd,AU
49505,SELECTEL,RU
8918,CARRIER1-AS,NL
9018,LOTHIANBROADBAND,GB
24025,HELIX-WIRELESS-AS-AP Helix Networks,NZ
24024,GM-AP-HOLDEN GENERAL MOTORS OVERSEAS DISTRIBUTION LLC,SG
24027,CUE-AS-KR Chinju National University of Education,KR
24026,"MCSTCSC-AS-KR Ministry of Culture, Sports and Tourism",KR
24021,APNICRANDNET-TUI-AU TUI experiment,AU
24020,"UITM-AS-AP University ITM, Shah Alam, Selangor Malaysia",MY
24023,JNPR-APAC-AS-AP Juniper Networks HK Ltd.,HK
24022,GCGC-AS-KR GACHONGGIL COLLEGE,KR
9137,ASN-UNO Licensed Telecommunications Operator,IT
46004,SKBMIL SK Broadband Co Ltd,KR
24029,NIXI-IN-AS NIXI is an IXP in India,IN
24028,CNXNET-AS-MY REDtone,MY
37229,ATLANTIQUE-TELECOM-TG,TG
132951,ZEN-AS Zen Interactive Technologies Pvt Ltd,IN
55796,PROPEXDERIVATIVES-AS-AP PROPEX DERIVATIVES PTY LTD,AU
37223,VODACOM-MZ,MZ
37222,INTERCONNECT-NG,NG
37221,LUSAKA-IXP,ZM
37220,-Reserved AS-,ZZ
37227,-Reserved AS-,ZZ
37226,BELTONE-FINANCIAL,EG
37225,NETWIDE,ZA
37224,RINEX,RW
56688,PGTRADE-AS,UA
30299,THE-MARTIN-AGENCY-HQ - THE MARTIN AGENCY,US
45134,NPRU-AS-AP Nakhonpathom Rajabhat University,TH
9136,WOBCOM,DE
56689,ELTL-AS,RU
45135,SNAP-REANNZ-AS-AP Snap National Distributed,NZ
55795,VERBDC1-AS-AP Verb Data Centre Pty Ltd,AU
52909,Vox Telecomunicações do Brasil Ltda,BR
327884,I-and-M-Bank,KE
327885,Viettel-Tanzania,TZ
327886,Central-University-AS,GH
327887,Liberia-IXP-Management,LR
327880,ShowMax,ZA
327881,NICDC,SD
327882,-Reserved AS-,ZZ
327883,EAGLE-EYE,EG
60810,ATMEL,PL
327888,NMB-BANK,TZ
327889,WATCHTOWER-RSA,ZA
60811,SAIPAYADAK-AS,IR
197746,"HYPERHOSTING Georgios Vardikos trading as ""HYPERHOSTING""",GR
197747,PETROINFORM-AS,PL
197744,MONECAM,FR
197745,FEEL3-AS,DE
197742,IMMENSYS-AS,CH
197743,KRAEVID,UA
197740,TVTRUJILLO-ASN,ES
197741,ICARDFIN-AS,BG
60813,BSABADELL,ES
40641,"MGWTEL - MGW Telephone Company, Inc.",US
197748,PL-DKSOFT-AS,PL
197749,IDSTELECOM-AS,PL
55794,LYNX-AS-AP PT Lynx Mitra Asia,ID
56680,KNET,KW
40640,-Reserved AS-,ZZ
263975,Smart Link Consultoria e serviços em telec. LTDA,BR
40647,-Reserved AS-,ZZ
56682,INTERIAPL-AS2,PL
40646,"ICPL-5-ASN - Indus Capital Partners, LLC",US
9134,REGMED-AS,RU
52900,QUALITY TELECOM SERVIÇOS DE COMUNICAÇÃO LTDA EPP,BR
44946,DGINET-AS,DE
52907,EMPRESA MINEIRA DE TELECOMUNICAÇOES LTDA -ME,BR
40644,"IFS - Integra Financial Services, LLC",US
52906,VOXX TELECOM LTDA - ME,BR
198817,S7-AS,RU
45854,"TRIMAXITINFRA-IN 2nd Floor, Universal Building Mill Compound",IN
7589,TELIANET-AS TeliaNet Hongkong,SE
56686,YRI-RU-AS,RU
265245,ULTRA LINK SERVICOS DE COMUNICACAO LTDA -ME,BR
4348,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4347,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4346,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4345,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4344,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4343,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4342,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4341,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
4340,"DNIC-ASBLK-04328-04351 - Headquarters, USAISC",US
58319,KAZAKOV-AS,RU
61478,AIR LINK COMMUNICATIONS,TT
265244,Network Internet,BR
58404,QWORDS-AS-ID PT Qwords Company International,ID
7376,"INFORONICS - Inforonics, Inc.",US
55799,GIGSGIGS GigsGigs Global,MY
41026,KOPNET-AS,PL
9092,"OPENSYSTEMS-AS Zurich, Switzerland",CH
55696,SCOM-AS-ID Starcom Solusindo PT.,ID
50152,IMED,GB
51397,BASHNEFT-AS,RU
9139,CYPIX (Cyprus Internet Exchange),CY
55032,JAXNET-BH-01 - The Jackson Laboratory,US
49363,ORANGE-ARMENIA,AM
132457,HQWIFI-NZ 46 Robins Road,NZ
132456,MODICA-AKL-AS-AP Modica Group,NZ
132454,IPS-AS-AP IPS - Keysquare Inc,PH
132453,TRIPLE-PLAY-IN TRIPLE PLAY BROADBAND PRIVATE LIMITED,IN
132452,NPSCHOOLS-AS-AP New Plymouth Schools,NZ
132451,HP-JAPAN 2142-1;KUKIOKA;MAEDA;,JP
132450,NEWERAIT New Era IT Ltd,NZ
41027,NETEXPERT-AS,UA
42858,WETI-AS,AT
265363,RV-NET TELECOM,BR
645,DNIC-ASBLK-00616-00665 - DoD Network Information Center,US
42859,MIZA,RO
9572,HUFSNET-AS Hankuk University of Foreign Studies Computer Center,KR
9271,WKUNET-AS Wonkwang University,KR
65337,-Private Use AS-,ZZ
65334,-Private Use AS-,ZZ
5438,ATI-TN,TN
23345,"WEBCORE - EvolveIP, LLC",US
23344,"DWS-DATG - Disney Worldwide Services, Inc.",US
23347,HANOVER-HOSPITAL - Hanover Hospital,US
23346,JLTSERVICES - JLT Services Corporation,US
23341,FITAS - Fashion Institute of Technology,US
23340,"AFFMANAGERSGRP - Affiliated Managers Group, Inc.",US
23343,TRNS - Transbeam Inc.,US
23342,"UNITEDLAYER - Unitedlayer, Inc.",US
23349,"FARMERS-NETWORK-WEST - Farmers Group, Inc.",US
23348,EQT - Equatorial Research & Marketing Corp.,US
65333,-Private Use AS-,ZZ
23028,TEAM-CYMRU - Team Cymru Inc.,US
49368,DOMOLAN-AS,RU
23029,ESTREET - E Street,US
42850,LTS-AS,RU
65331,-Private Use AS-,ZZ
42851,ELIABE-AS,BE
55695,UIN-AS-ID Universitas Islam Negeri Sunan Kalijaga Yogyakarta,ID
46476,TTUHSC - Texas Tech University Health Sciences Center,US
46477,PERIM-ASN - Perimeter Institute,CA
265365,GANDI MANOEL DO AMARAL,BR
46474,AS46474 - Onlive,US
5098,"OPUSONE-NETS - Opus One Winery, LLC",US
9273,SICC-AS Ssangyong Information Communication Corp (SICC),KR
46475,"LIMESTONENETWORKS - Limestone Networks, Inc.",US
43958,TALLINK-AS,EE
43959,SHG,DK
43956,FINIERIS-AS,LV
43957,ASN-WNTNEWMEDIA,AT
43954,BPER-AS via San Carlo 8/20,IT
47919,UKRGASBANK-AS,UA
43952,ORI-AS,RU
29975,VODACOM-ZA,ZA
43950,SPILSBY-AS ==========================================================,GB
43951,LANIT-TERCOM,RU
28591,MCM Telecom Ltda.,BR
5012,EMTF-AZO - 754th Electronic Systems Group,US
46470,SKIDMORE-I2-AS - Skidmore College,US
28590,Directnet Prestacao de Servicos Ltda.,BR
46471,"MCRESAS01 - Madison Commercial Real Estate Services, LLC",US
23022,DSU - DELAWARE STATE UNIVERSITY,US
9274,PUSAN-AS-KR Pusan National University,KR
38869,SKYNET-AS-AP Skynetworks LLC,MN
135159,"YUNDAO-AS-AP zhejiang yundao Network Technology Co., Ltd.",CN
135158,SOFTNETLIMITED-AS-AP Softnet Limited,HK
135153,KASSAWINPTYLTD-AS-AP Kassawin Pty Ltd,AU
135152,GNTL-AS-AP Global Network Transit Limited,HK
135151,ACONEXLTD-AS-AP Aconex Ltd,AU
135150,HILLSIDE-NEW-MEDIA-AS-AP Hillside (Australia New Media) Pty Ltd,AU
135157,HILTONS-AS-AP Hilton Haulage Limited,NZ
135156,VIAIP-COS-AS-AP City of Sydney,AU
135155,TALTOLANET-AS-AP Md. Anowar Hossain t/a Taltola.net,BD
135154,GEL-AS-AP Genesis Energy Limited,NZ
28597,SERASA S.A,BR
28596,BM&FBOVESPA SA Bolsa de Valores Mercadorias e Futu,BR
9275,KASI-AS-KR Korea Astronomy & Space Science Institute,KR
201999,SERVERPARS,IR
201998,ILERIASGB,GB
201995,MICROIMPULS-DE,DE
201994,INCITY-AS,RU
201997,SK-MCOM-AS,SK
201996,CITYLAN-SOUTH,RU
201991,METSAGROUP-AS,FI
201990,TECHGROUP_NET,PL
201993,TYRINGE-AS,SE
201992,NUXIS-AS,NO
22378,"MATRIXCONSULTINGCOLA - Matrix Consulting, LLC",US
5097,INVESTORSTITLE - Investors Title Company,US
2666,CDAGOVN - Shared Services Canada,CA
47225,CRUCIAL-AS,RO
5439,BRAINLOOP,DE
58665,BAN-TEL-BD Bangla Tel Ltd,BD
2667,CDAGOVN - Shared Services Canada,CA
51398,"CONCEPT-ELECTRONICS-AS Calea Victoriei, Nr 155 D1",RO
2664,CDAGOVN - Shared Services Canada,CA
265369,C-ComTelecom Servi¿os Ltda-ME,BR
22373,"PEGS - Pegasus Solutions, Inc.",US
22372,HIAA-NS - Halifax International Airport Authority,CA
51297,ALPARI,RU
2662,CDAGOVN - Shared Services Canada,CA
60231,BODIGRUP-AS,RO
64397,EUROMADI-ASN,ES
22371,ITS Tecnologia em Sistemas Ltda.,BR
2663,CDAGOVN - Shared Services Canada,CA
61388,NETGEN-AS Str. Valea Pietrii nr. 9D,RO
22370,"FG1 - Fieldglass, Inc.",US
58666,NASL-AS-AP Vorco,NZ
20988,MTF-CLOUD,CH
22377,-Reserved AS-,ZZ
20989,OXYNEOM,FR
22376,GOODTECH-CORP - Good Technology,US
59832,RLH,NL
22375,CREDCO - First Advantage Membership Services INC.,US
51294,HUBARA,ES
58390,FUS-AS-ID PT. Faasri Utama Sakti,ID
9278,DYNAMITE-AS-AP Dynamite Internet,AU
265405,Imax Wireless Provedor de Internet Ltda,BR
22374,RCSACCESS-DUSON - Gonthier Inc.,US
43531,IXREACH,GB
45755,CNB-SG 63 chulia,SG
58667,SMARTNETHOSTING-AS-AP SmartNet Hosting and connectivity,AU
65267,-Private Use AS-,ZZ
59856,"PRODCOMSERV-AS str. Marton Aron, nr. 31",RO
20983,PZU-CL-AS,PL
134208,ACNPACIFIC-AS-AP ACN Pacific PTY LTD,AU
134209,CLOVER-AS-AP CLOVER TRADING LIMITED,HK
53826,"FCM - Flag Capital Management, LLC",US
2668,CDAGOVN - Shared Services Canada,CA
9279,EDS-AU-AS EDS (Australia) Pty Ltd,AU
134200,CLOUD-RELY Cloud Rely Limited,HK
134201,MDM-AS-AP Metaphor Digital Media,BD
134202,EWORLD-AS-AP E-WORLD COMMUNICATION SDN BHD,MY
134203,NEBULEX-AS-AP Nebulex Pty Ltd,AU
134204,BUSINESSNETWORK-AS-AP Business Network,BD
134205,STARFORD-AS-AP STARFORD TRADING DEVELOP LIMITED,HK
134206,"DRWSG1E-AS-AP DRW Singapore Pte, Ltd",SG
134207,DNS021-AS-AP Dual Cloud Information Technology (Shanghai) Ltd.,CN
50118,FBGU-MIR-IT,RU
59857,PCG-IT,NL
58789,"DUNAMIS DUNAMIS Co.,Ltd",JP
8208,TEAMWARE-AS,DE
200648,CPDMSW,PL
200649,ANCORIA_BANK-AS,CY
200642,TRALNET-AS,PL
200643,OR-TERMINAL-RU,RU
200640,RAZNET-AS,MD
200641,VIAXOFT-AS,FR
200646,BHSEC-PRG,CZ
200647,PAGEUP,CH
200644,PROGRESS-AS,RU
200645,GILASSRAYANEH,IR
203597,HIGHTECH-MAKH,RU
203596,CELYA,FR
203595,ASN-WEMOBILE,IT
203594,PL-FASTNET-AS,PL
203593,ASTELEMK,DE
203592,CNH-PRIMARY,DE
203591,TECNOGENERAL,IT
203590,SENSA-AS,IS
327909,iONLINE-ISP,ZA
41088,CZNSYS,CZ
41089,AGE-FTSTK,ES
65300,-Private Use AS-,ZZ
203599,BANK_LEVOBEREZHNY,RU
203598,SIMPLEX_SOFTWARE-AS,CY
133502,TQ-AS-AP TopQuality Limited,NZ
