number,title,country
19634,AVITUSGROUP - AVITUS GROUP,US
19635,-Reserved AS-,ZZ
19636,"FORMFACTOR - FORMFACTOR, INC",US
19637,AVG19637 - Avago Technologies U.S. Inc.,US
19630,WANLINK-DARIEN - Guggenheim Services LLC,US
19631,"TRAVELPORT - Travelport Operations, Inc.",US
19632,VTR BANDA ANCHA S.A.,CL
19633,CSI-3634 - The Cableshoppe Inc,CA
6541,"VZN-VOL1 - MCI Communications Services, Inc. d/b/a Verizon Business",US
394207,RGHQ-ASN-ONE - rateGenius inc.,US
19638,"CARRINGTON-CAPITAL - Carrington Capital Management, LLC",US
19639,LOGICAL2 - Logical Net Corporation,US
45295,KEPRINET-AS-ID PT. Cipta Informatika Cemerlang,ID
63950,JWNPL-AS-AP Jackie's Wholesale Nurseries Pty Ltd,AU
17571,HANACARDEMS HANASK card,KR
17570,"SKGLOBAL-AS-KR SK Global co., Ltd",KR
17573,MINS-AS-KR MINS,KR
17572,HDLNET-AS-KR Hyundai Logistics,KR
17575,CAUNET-AS-KR CHUNG-ANG UNIVERSITY,KR
17574,SMGCC-AS-KR Seoul Metropolitan Government Computer Center,KR
17577,GIGAPASS-AS-KR CJ-HELLOVISION,KR
17576,KOSEF-AS-KR Korea Science and Engineering Foundation,KR
17579,KREONET2-AS-KR Korea Institute of Science and Technology Information,KR
17578,HALLA-AS-KR CHEJU HALLA UNIVERSITY,KR
60259,SIMAFELAGID-ASN,IS
55823,"PISPL-CHN-IN DLF Infocity SEZ, Office Division 02 & 03, Floor 7",IN
13401,STARWOOD-HOTELS - Starwood Hotels and Resorts,US
13400,CHERNOFFDIAMOND - Chernoff Diamond and Company,US
13403,ALAWEB-INTERNET - ALAWEB Internet Services,US
13405,-Reserved AS-,ZZ
13404,ASN-GOFIBER - GoFIBER,US
13407,"ONECOM-CTC - Earthlink, Inc.",US
13406,"MCCFL - State College of Florida, Manatee-Sarasota",US
13409,PDX - PORTLAND INTERNETWORKS,US
13408,WPTI-TELECOM - WPTI TELECOM LLC,US
41952,MARTON-AS,PL
41953,TELECOMPLUS-AS str. Gh. Doja nr 32,RO
63951,THAICOM-PUBLIC-AS-AP THAICOM Public Company Limited,TH
41956,MNETS,LB
37087,STLGHANA,GH
60255,TELECOMGROUP-AS,RU
60252,OST-LLC-AS St.Petersburg,RU
55822,MYIX-MY Malaysian Communications and Multimedia Commission,MY
46454,AS1 - WCS,US
46455,"NLI-ISP - Network Lubbock, Inc.",US
46456,"TELESPACE-ASN - Telespace, LLC",US
46457,"CONFORMAL-SYSTEMS - Conformal Systems, LLC.",US
46450,"PILOT - Pilot Fiber, Inc.",US
46451,EASTERN-MAINE-HEALTHCARE - Eastern Maine Healthcare Systems,US
46452,"AS1 - Texas CellNet, Inc.",US
46453,"SJM - St. Jude Medical, Inc.",US
48492,MOTION-TWIN-ASN,FR
4813,BACKBONE-GUANGDONG-AP China Telecom(Group),CN
60251,TIMEWEB-GMBH,DE
46458,SAVINGCALL - Saving Call LLC,US
37086,SOCATEL-AS,CF
9450,WEBEXAPNIC-AS-AP Webex Communications Inc,SG
20601,HERCULES,BE
45186,IAMAGEEKNZ-AP IamaGeekNZ,AU
20603,VTHD (Internet 2 like project in France),FR
20602,RGC Company Ltd.,RU
20604,ETRINFAS Banca Etruria AS,IT
20607,GU74-AS,RU
20606,"GTS-RO Bucharest, Calea Victoriei, nr.15",RO
20609,KAZACZSRO,CZ
20608,T-SYSTEMS-ITALIA-AS,IT
62432,VILTEL-AS,RU
36519,WILDLIFE - The Wilderness Society,US
56850,NLC-AS,RO
62435,ASSHAPAVALAU,BY
45189,SYSTEM3-NET-IN INDIA'S ONLY CARRIER NEUTRAL DATA CENTRE,IN
45188,BGCCONTRACTNET-AU 290 Bushmead Road,AU
46905,UMASS-LOWELL - University of Massachusetts - Lowell,US
61386,TASNIM-AS,IR
48493,TFMNET-AS,GB
52302,"Awknet International, S.A.",PA
30151,"INNOVATIVEAIRASN - InnovativeAir, LLC",US
37085,OUT-AS,TZ
49511,DN-RAILWAY-AS,UA
8949,HPRODNET,SE
60824,FRAUNHOFER-FREIBURG,DE
36513,BRETSA - BRETSA,US
135333,"CAMKOM-AS-AP CAMKOM CABLE TV CO, LTD.",KH
200135,FLEXSOFT-AS,RU
200136,TRIX,UA
200137,INNETWORKS-AS,BG
200130,DIGITALOCEAN-ASN-1,EU
135336,"YUAN-DIAN-AS åé»ç¶²è·¯ YUAN DIAN CO., LTD (ONEWORLD)",TW
200132,TSI-NET,LV
200133,CHU-AS,BE
42205,NET-TV,HU
37084,simbanet-tz,TZ
135339,FISSACOM-AS-AP Fuad Muhammad Shorfuddin T/A Fissa Communication,BD
135338,BROADSOFT-AS-AP BroadSoft Australia Pty Ltd,AU
200138,IBMGPS-KRK,PL
200139,STATENS-VEGVESEN,NO
42203,WATCHMYNET-AS,RO
203445,E-GUVEN,TR
134061,MILANINDUSTRIES-AS-AP MILAN INDUSTRIES PTY. LTD.,AU
203447,CENTERTPA-AS,UA
203446,EXTRAHOST-SK,SK
134064,CGI-AS-AP The Chulabhorn Graduate Institute Campus Network Member of UniNet,TH
134065,ENSYST-AS-AP Ensyst Pty Ltd,AU
134066,LYNUXTEL-AS-AP Lynuxtel Malaysia Sdn Bhd,MY
134067,UNITI-AS-AP Uniti Wireless Pty Ltd,AU
134068,"EA-AU-AP Electronic Arts, Australia",AU
134069,NMSBM-AS-AP NTT MSC SDN. BHD.,MY
48465,TRAZNET-TELECOM,RO
48464,FUTUROEXITO-AS,PL
203449,HOPEWISER-MERLIN,GB
203448,DATACOMM,GE
48461,STEPPING-STONE,CH
48460,ONEPOUNDWEBHOSTING,GB
328016,Netdirect,ZA
328017,TCRA-TZCERT,TZ
328014,RINEX,RW
328015,Sombha-Solutions,UG
328012,-Reserved AS-,ZZ
328013,ISPAfrika,ZA
328010,Burkina-IX-MNGNT,BF
328011,Children-Cancer-Hospital,EG
328018,National-Housing-Corporation,TZ
328019,Les-Relais-Ltd,MU
44588,IJ-AS IJ autonomous system,ES
27235,"CVC-INET-33 - COLORADO VALLEY COMMUNICATIONS, INC.",US
4955,"NDL - Network Datalink, Inc.",US
44580,ARECA-BUSINESS-CENTER-AS,RO
44581,SE-ALLTELE http://www.alltele.se/,SE
44582,IPREMEDIATION,NL
44583,ANDREXEN-AS,FR
44584,PTLINE-AS,UA
44585,EFOR AS Efor,ES
44586,ESMIS-BG,BG
44587,MEGACOM-AS,RU
7473,SINGTEL-AS-AP Singapore Telecommunications Ltd,SG
37082,-Reserved AS-,ZZ
11939,"MATHWORKS - The MathWorks, Inc.",US
11938,"WHOLE-AS - WholesaleBandwidth, Inc.",US
11937,TRX-ARIN - TRX Inc.,US
11936,-Reserved AS-,ZZ
11935,TALKPOINT-COMMUNICATIONS-11935 - TalkPoint Communications,US
11934,ESL63 - Enom Solutions LLC,US
11933,"ILS-VB-ATT-AS - Supply Technologies, LLC",US
11932,EDF-MAN-CAPITAL-INC - Breakwater,US
11931,ZENITH - Zenith Networking,US
11930,-Reserved AS-,ZZ
56854,YEMELYANOVO-AIRPORT-AS,RU
59179,MINS-AS MINS Technologies Private Limited,IN
47715,ASPECTNET,DK
51266,BRVZ-AS,AT
59173,IQTERA-AS-IN Iqtera Communication Pvt Ltd,IN
59172,BYTENET-AS 3pleplay Broadband Private Limited,IN
59171,MATRIXTECHLABS-AS-IN Matrix Tech Labs,IN
59170,WALLDEPOT-AS Wall Depot Telecom Sevices Ltd,IN
37081,movicel-as,AO
395171,"CLEARSTRUCTURE - ClearStructure Financial Technology, LLC",US
38068,RIGHTSERVE-AS-AP RightServe Pty Ltd,AU
395173,AS-TCCL-18 - Tuckersmith Communications Co-Operative Limited,CA
395172,"NTWLS - Nex-Tech Wireless, LLC",US
395175,HEIDENTECH - Heiden Technology Solutions,US
395174,"VEDANTA - Vedanta Laboratories, Inc.",US
395177,"CLEARINC - Clear Satellite, Inc.",US
263937,Hi Tech Net Ltda - ME,BR
395179,CAIDANMGMT-01 - Caidan Management Company LLC.,US
395178,"RED-VENTURES - Red Ventures, LLC",US
7214,CURSUS - CURSUS NETWORK USA,US
62199,VERNEGLOBAL-IS,IS
51121,FOBOSS-NET,RU
37080,-Reserved AS-,ZZ
62198,ACFC-AS,IR
34911,ASELDATA,CZ
64007,TAKTAZ-AS-AP Ferozuddin Sadiqi T/A TAKTAZ TECHNOLOGIES,AF
15948,,GR
60785,ALSENET,CH
395541,OMH - Taylor Corporation,US
15943,WTNET-AS,DE
15941,BURDENIS-AS,BG
15946,BANKA-KOPER-AS,SI
15947,CCBISP-AS,IE
15945,PFALZKOM-NET Koschatplatz 1,DE
57317,SERVERMEILE-AS,DE
52698,OPENTEL Comércio e Serviços Ltda,BR
62192,EFFI-NET,FR
45393,SFS-AS-KR SFS,KR
60780,ARTILIUM-AS,BE
50317,ADOPT-AS,RU
60781,LEASEWEB-NL Netherlands,NL
47710,PORION-AS,HU
62190,DROPBOX-CORP-IE,EU
60782,INTERPLUS,PL
38064,NZRS-AS-NS1-AP ASN for anycast peering of,NZ
60783,WIPHONET Wiphonet Srl,IT
38065,TEST-CATALYST-NZ Catalyst.Net Ltd (Unused),NZ
52693,Conectel Telecomunicações e Informática Ltda ME,BR
1038,GONET-ASN-17 - GONET,CA
1039,GONET-ASN-17 - GONET,CA
45390,"KBSEC-AS-KR KB investment & securities Co.,Ltd",KR
52692,CARVALHO E SILVA LTDA,BR
1032,GONET-ASN-17 - GONET,CA
1033,GONET-ASN-17 - GONET,CA
1030,GONET-ASN-17 - GONET,CA
1031,GONET-ASN-17 - GONET,CA
1036,GONET-ASN-17 - GONET,CA
1037,GONET-ASN-17 - GONET,CA
1034,GONET-ASN-17 - GONET,CA
1035,GONET-ASN-17 - GONET,CA
47711,LINEGROUP-AS,RU
52690,"VIA PERSONAL TECNOLOGIA, INFORMAÇÃO E COMUNICAÇÃO",BR
52697,Dominioz Servicos de Telecomunicacoes Ltda,BR
52696,JTR DA SILVA TECNOLOGIA ME,BR
45391,AHAKOREA-AS-KR American Home Assurance Korea,KR
52695,DURAES E CLEMENTINO TECNOLOGIA EM REDES LTDA.,BR
5426,SUNRISE-MOBILE,CH
59731,PATRICIA-COMPANI-SRL,RO
52694,N. A. INFORMATICA LTDA,BR
47712,VELOCIX-EU,GB
11069,"EGIX-INDY-AS-11069 - Egix, Inc.",US
11068,"HBMMJAS - Hanna, Brophy, MacLean, McAleer & Jensen, L.L.P",US
207216,AZURIP,FR
207217,DBG-PRIVATE-PEERING,DE
207210,SW-COTTBUS-AS,DE
207211,USKUDAR-BELEDIYESI,TR
207212,STS-CORP,RU
207213,ICENET,TR
11061,"HUGHES-EC - Antelecom, Inc.",US
11060,NEO-RR-COM - Time Warner Cable Internet LLC,US
11063,Microstar S.A.,AR
11062,MTCO-COMMUNICATIONS - MTCO Communications,US
11065,"NPMG - NewPoint Media Group, LLC",US
11064,STB-ASN - Simpson Thacher & Bartlett,US
11067,"PTSINET - Panhandle Telecommunications Systems, INC.",US
11066,"CNFNET - Con-way, Inc.",US
8660,MATRIX-AS,IT
50366,ALTERTEL-AS,PL
17898,IEXEC-AS-AP iExec.com.au,AU
17899,ASN-ACN ACN Pacific Pty Ltd,AU
8232,GXS-EUROPE,NL
54587,SOFTEK - Softek,CA
394228,FANDOR - Fandor,US
394229,"TELOGIKS - TELOGIKS, LP",US
17892,"GAZI-OUT1-AS-AP GAZI COMMUNICATIONS, VSAT TELEPORT OPERATOR, DHAKA, BANGLADESH",BD
17893,PALAU-AS-AP Palau National Communications Corp.,PW
17890,MATILDA-AS-AP Matilda Internet,AU
17891,WNPL-AS Worldgate Networks Pvt. Ltd.,IN
17896,CHINATELECOM-JL-AS-AP asn for Jilin Provincial Net of CT,CN
17897,CHINATELECOM-HLJ-AS-AP asn for Heilongjiang Provincial Net of CT,CN
17894,"APMI-AS-AP AyalaPort Makati, Inc. / Data Center Operator",PH
17895,"GLOBALREACH-AP Globalreach eBusiness Networks, Inc.",PH
36367,-Reserved AS-,ZZ
393799,ODESSA-TX - City of Odessa,US
393798,CPSHR-NET - Cooperative Personnel Services,US
393797,TRAC-750CRE - Trac Intermodal,US
393796,GBTA-ASN - Golden Belt Telephone,US
393795,"PTCT - PTC Therapeutics, Inc",US
36366,"DFWNAP - Alpheus Data Services, L.L.C.",US
393793,AS-C3CP - C-III Capital Partners LLC,US
393792,"2600HZ-AS - 2600hz, Inc",US
393791,BIDS-NJ - BIDS Trading L.P.,US
393790,TOUROHOSPITALNOLA - Touro Infirmary Hospital,US
994,GONET-ASN-17 - GONET,CA
51009,NICOS-MSK Nicos Autonomous System,RU
51008,RSAS,RU
51007,MEDIAPRO-AS,ES
51006,ZEN-NETWORK,GB
51005,FOURDINTERACTIVE,GB
51004,SCTS-AS,RU
51003,SKYLINE-NET,RU
39235,DAT cz.dat autonomous system,CZ
51001,CIELO,IT
51000,CRISPLANT,DK
61318,DANCER-AS,RU
61319,TECLIB-AS,FR
6926,SOLLUNA-AS - Solluna,US
61310,PREGO,DE
61311,PROFIGROUP-AS ul. Andrychowska 30a,PL
61312,BROVARY-AS,UA
61313,IVSB,RU
61314,CBOI-AS,IE
61315,SEDMULTITEL,IT
61316,IPROSRV,UA
61317,ASDETUK http://www.host1plus.com,GB
393249,UBC - University of British Columbia,CA
393248,NISD-1 - Northside Independent School District,US
393241,AS-UOJCA - UNION OF ORTHODOX JEWISH CONGREGATIONS OF AMERICA,US
393240,BTWI-WIRELESS-INTERNET - BTWI Wireless Internet LLC,US
393243,SSP-47 - SKIN SPECIALISTS PC,US
393242,BCLC-1 - British Columbia Lottery Corp,CA
393245,YAHOO-SWB - Yahoo,US
393244,AS-OVERLAKE - Overlake Hospital Medical Center,US
393247,PARKVIEW-HEALTH - Parkview Hospital,US
393246,"AS-AFILIAS-DC - Afilias Canada, Corp.",CA
28843,DAUTKOM-AS The SIA DauTKom TV serve customers of cable network,LV
28842,VELOXIA-AS =====================================,ES
28840,TATTELECOM-AS,RU
28847,SE-TEKNIKPARK Soderhaman N?RA Soderhamn,SE
28846,ASCARLTONTV,GB
28845,BSHTR,TR
40031,SATCOM-SYSTEMS-ASN - Satcom Systems Incorporated,US
28849,ASN-GLOBALONEBEL-CORE,BY
28848,UNIDO-AS,AT
394475,"XTRACOM - XTRACOM, LLC",US
40032,QL-ASN-EP2 - Qlogic Corporation,US
8084,"WOLVERINE-EXECUTIONS-SERVICES - Wolverine Execution Services, LLC",US
8085,"HEQAS - HealthEquity, Inc.",US
8086,"PBD-NET - AT&T Services, Inc.",US
40033,"ANALYTICS - Analytics Consulting, LLC",US
8080,ZIP2 - ZIP2 CORPORATION,US
6428,CDM - CDM,US
8082,WORLDSITE - Worldsite Networks,US
8083,CONGQTLY - Congressional Quarterly,US
40034,CONFLUENCE-NETWORK-INC - Confluence Networks Inc,VG
62993,CATCHENG - Catch Engineering Partnership,CA
8088,SRTNET - SRT ENTERPRISES,US
7493,PEOPLELINK-AS01-AP AS number for Peoplelink Internet Limited,HK
40035,HASTINGS-MUTUAL-INSURANCE-CO - Hastings Mutual Insurance Co,US
40036,-Reserved AS-,ZZ
40037,LSR-LLP - Labaton Sucharow LLP,US
4810,CHINANET-CORE-WAN-SOUTH CHINANET core WAN Central,CN
262508,Global Distribuição de Bens de Consumo Ltda,BR
25178,KEYCOM-AS,GB
63127,EXA-AS1 - ExaCloud Systems Inc.,US
6429,Telmex Chile Internet S.A.,CL
25171,BKAENET-AS Budapest University of Economic Sciences and Public Administration,HU
25172,SOLIX-AS SOLIX,SE
25173,ISKRATR-AS,SI
25174,WCOM-AS,UA
25176,AC-NET,SE
28821,CNA-QATAR,QA
262699,FOX Internet Banda Larga,BR
262698,MKM Internet Solution Provider Ltda,BR
28820,INTERTEL-AS,BG
262695,Tecwave Telecom Ltda.,BR
262694,Link Centro de Informatica Ltda.,BR
262697,CONECT INFORMATICA LTDA,BR
262696,Turbonet Telecomunicações,BR
262691,CONECTA LTDA.,BR
262690,Netwave Telecomunicações Ltda.,BR
262693,WCOM COM E SERV TELECOM LTDA,BR
262692,SRMINAS LTDA ME,BR
262506,Micro Aser Informatica Ltda.,BR
62671,UNIVERSITY-OF-COLORADO-SYSTEM - University of Colorado System,US
28825,ASTELE21,RU
262500,BS2 Sistemas para Internet Ltda.,BR
10813,DELTATHREE - Deltathree,US
10812,UTPB-AS-10812 - University of Texas System,US
10811,IENET - Internet Express Network,US
10810,"HARVESTCOMM01 - Harvest Communications, Inc.",US
10817,GACONNECT - Georgia Connection.net,US
10816,"DESKTALK-AS - DeskTalk Systems, Inc.",US
10815,TURNKEY-INTERNET - Turnkey Internet Inc.,US
10814,XSBANDWIDTH - XS Bandwidth Associates,US
56257,BPPPTI-AS-ID Balai Penyedia dan Pengelola Pembiayaan Telekomunikasi dan Informatika,ID
56256,PNRI-AS-ID Perpustakaan Nasional RI,ID
10819,ICC - IFWORLD Inc.,US
10818,FULLNETOK - Fullnet Communications,US
56253,BTPN-AS-ID PT. Bank Tabungan Pensiunan Nasional Tbk,ID
56252,INAP-AS-ID PT. Kreatif Pasific,ID
56251,C360NET-AS-ID PT Corous Three Sixty,ID
56250,SABNET-AS-ID PT. SEMESTA ASA BERSAMA,ID
33634,-Reserved AS-,ZZ
57128,KGS-NET,RU
57129,RU-OPTIZON,RU
57126,ADRIA-AS Gh. Doja 119A,RO
57127,ISERVER-AS,SI
57124,GM-AS,NL
57125,INTERMED-AS,RU
57122,PSP-COMPUTERS,PL
57123,GARANT-AS,RU
57120,TMK-AS Tyumenskaya mnogoprofilnaya company CJSC,RU
57121,IT-SYSTEMATIC-GROUP,PL
49796,SHAPARAK,IR
135773,DBSPL-AS Daksh Broadband Services Pvt Ltd,IN
44001,ASANTAREE,SK
200575,INTEGRA-MN,RU
16301,DATACOM-AS,RU
16300,INTERTAX-AREA,RU
16303,PROGRESSIVE,GB
16302,SUOMICOMMUNICATIONS,FI
16305,,AT
200576,GDV-DL-AS,DE
16306,WALDONET Triq iz-zaghfran,MT
61868,NETFACIL INTERNET VIA RADIO E INFORMATICA LTDA - M,BR
200577,BLUMEDIA,PL
61862,PROVEDOR DE INTERNET DE ANAPU LTDA - ME,BR
200570,VO-2-AS,GB
61860,ZAPNET-MS INTERNET DIGITAL,BR
61861,FERNANDO MACIEL DE MORAES,BR
61866,INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRO,BR
61867,GIGACOM DO BRASIL LTDA,BR
61864,NETVISION TELECOM LTDA - ME,BR
200571,FOREKSBILGI,TR
2396,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2397,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2394,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2395,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2392,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
200572,GROMNET,RS
2390,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2391,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
60199,OT-NET4ALL-AS,CH
60198,NODEMAX,GB
200573,BIUROMAT-AS,PL
2398,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
2399,FR-ASNBLOCK2 INRIA-Rocquencourt,EU
63420,"NETACTUATE - NetActuate, Inc",US
63421,EBATES - Ebates Inc.,US
63422,"WORLDVISION - World Vision, Inc.",US
63423,"ASSISTWIRELESS - Assist Wireless, LLC",US
63424,APM-442 - ADVANTAGE DENTAL CLINICS,US
63425,"GROUPONE-VA1 - Group One Consulting, Inc.",US
59733,INTRONEX-AS,RU
63427,HASERVICES - H.A. Services LLC,US
63428,LMAXUSA - LMAX USA Inc,US
63429,"BGA-24-1 - Brian Gifford & Associates, LLC",US
51263,COUNTYBB,GB
21219,DATAGROUP,UA
21218,SMARTWAYS Northampton,GB
4817,DESTRA-AU-AP Destra Corporation,AU
21211,"SKY-NET-AS LT-01115, Vilnius",LT
21210,INFOMONITOR,PL
21213,CYBERSERVICE-AT Lisseeweg 1,AT
21212,SIGFOX,FR
21215,ABSOLUTOK,RS
21214,GEONET-AS,GE
21217,SAFEHOSTNET Colocation center in Geneva,CH
1858,DISN-PILOTNET4 - Bolt Beranek and Newman Inc.,US
1859,DISN-PILOTNET5 - Bolt Beranek and Newman Inc.,US
1850,ISNIC IS TLD Admin/Reykjavik Internet Exchange (RIX),IS
1851,ADELAIDE-UNIVERSITY-AS-AP The University of Adelaide,AU
1852,UCDC-NET - University of California - Office of the President,US
1853,ACONET ACOnet Backbone,AT
1854,"NOVOGROUP CGI Suomi Oy, Karvaamokuja 2, PL 38, 00381 Helsinki, FINLAND",EU
1855,DISN-PILOTNET1 - Bolt Beranek and Newman Inc.,US
1856,DISN-PILOTNET2 - Bolt Beranek and Newman Inc.,US
1857,DISN-PILOTNET3 - Bolt Beranek and Newman Inc.,US
43615,MONITORINGA_CENTRS_AS,LV
134420,CHINATELECOM-CHONGQING-IDC Chongqing Telecom,CN
43617,ALPHANE,FR
43616,YONA-PL,PL
43611,ALBACOMAMPS-AS,IT
43610,ACT-ASN1-BRACETOWN Bracetown Prefix ASN,IE
199618,RT-AS,IQ
203004,GLAVTEL,RU
199616,PWC-TECH-AS,KW
199617,SIR2001-AS,IT
41057,BEST-TELECOM-AS,PL
199615,GALLUP-AS,PL
199612,BISNODE,SI
203007,ERAS,FR
199610,MARBIS,DE
199611,TELCOMBS,ES
49477,E-TF1,FR
49476,MTT-AS,RU
49475,SARMAD,SA
203006,ITS-AS,RU
49473,AZV-SH,DE
49472,EASTERA-AS,RU
49471,SPOT-AS,RO
29540,NETNORTH-LDN-ASN,GB
203001,AS36IPV6,IT
49479,ZUMMER-AS ================Uplinks=================,RU
134425,GSMNETWORK-AS-AP MOHAMMED JAHANGIR ALAM t/a G.S.M. Network,BD
197508,SAMATEL-AS,OM
197509,PHARMAMALL,DE
134426,MAHATAA-AS-AP Mahataa Information India Private Limited,IN
197500,SNDR-AS,FR
197501,COCOS-PERM,RU
197502,WMCSI-AS,PL
134427,MANAGEDITPTYLTD-AS-AP Managed IT Pty Ltd,AU
197504,ASKRYMINFOSTROY,UA
197505,ORSID-FR,FR
197506,LEVEL7-AS,IT
197507,ASROSSPOL,PL
60735,ASN-UNIFOOT-BE,BE
60734,PDQ,GB
60737,NEURONESIT,FR
60736,THE-INTERNET-GROUP,GB
264338,Companhia de Processamento de Dados da Paraiba,BR
264339,Elavon do Brasil Soluções de Pagamento S/A,BR
60733,EUMEDCONNECT,EU
60732,ASRIKTEL,RU
264334,"Marcos, Carara e cia ltda.",BR
264335,WALLACE ALVES PEREIRA,BR
264336,Inove Telecom Ltda,BR
264337,NET COM INFORMATICA LTDA - ME,BR
264330,Zimba Host,BR
264331,FURSINE LTDA,BR
264332,CONEXÃO INOVE TELECOMUNICAÇÕES LTDA ME,BR
264333,JN TECNOLOGIA LTDA-ME,BR
36912,ORANGECM,CM
36913,BROADBAND-MALAWI,MW
36910,ECN-AS2,ZA
36911,DOPC-AS-US,NG
36916,X-DSL-NET1,ZA
36917,ACS,AO
36914,KENET-AS,KE
36915,AFOL-KE-AS,KE
7940,JCI-INC - JC International Inc.,CA
36918,Orascom-Telecom-Algerie,DZ
36919,PEREGRINE-AS,ZA
53339,YYCIX - YYCIX,CA
53338,ITCI - ITCI Corporation,CA
198259,ECOM-SERVICE-AS,BG
198258,NAUMEN-AS,RU
54644,TEL-LINGUA-NEUSTAR - Tel-Lingua LLC,US
54645,HANMI-INTERNET - HANMI BANK,US
54642,"LC-CHI-BGP - Litchfield Cavo, LLP",US
54643,IDIGITAL - Idigital Internet Inc.,CA
54640,CONEHEALTH - The Moses H. Cone Memorial Hospital,US
54641,"INMOTI-1 - InMotion Hosting, Inc.",US
198251,LEOTEL-AS,UA
198250,ELDATA-AS,CZ
198253,MEGAPROSTIR,UA
198252,ELTAKABEL-AS Svetog Save 26,BA
198255,UEC-AS,RU
198254,ALJ-SA,SA
198257,CERTPLIX,PL
54649,"ADC-ATLANTA - AutomationDirect.com, Inc.",US
62773,-Reserved AS-,ZZ
62772,NLPOWER - Newfoundland Power Inc.,CA
62771,DUCOM - Drexel University College of Medicine,US
62770,MPI-ON - Manitoba Public Insurance,CA
62777,PLAYSPAN - VISA INTERNATIONAL,US
62776,HEALTH-DIALOG - Health Dialog Services Corporation,US
62775,SIMCO-AS - SIMCO Electronics,US
62774,CDGL-EXAMINER-AS - Examiner.com,US
62779,ACC-EQUINIX - American College of Cardiology,US
2053,SPRINTCORP1 - Sprint Enterprise Information Services,US
59732,NIMBUS-AS,RO
51262,INTERNETGROUP,CH
64199,JNK-AS - JNK Securities Corp.,US
46612,VITERRA-REGINA - Viterra Inc,CA
28907,"MIROHOST Web hosting, datacenter and domain names registration in Ukraine",UA
2052,RJRNI-NFGI - Nabisco Foods Group,US
9546,SNAKER-AS-AP Ministry of University Affairs,TH
132211,FXCM-ASIA-AP FX Corporate LLC,JP
132210,JFO-REIGN-AS-AP JF Optical services,BD
132213,CNX-IXP Cambodian Network Exchange (free peering),KH
132212,YOUNGSTOWN-AS-AP Youngstown Systems LLC,US
132215,POWERGRID-IN Power Grid Corporation of India Limited,IN
132214,"BULLETPROOF-AS Bulletproof, Mission Critical Cloud",AU
132217,VIRGIN-AS-AP Virgin Australia Airlines Pty Ltd,AU
132216,REMINGTON-AS-AP Remington Technologies,PG
132219,TEPUNIKOKIRI-AS-AP Ministry of Maori Development (Te Puni Kokiri),NZ
132218,MCS-AS-AP Maldives Customs Service,MV
264590,INTELIX TECNOLOGIA LTDA-ME,BR
264591,7 Sul Telecom,BR
264592,FRANCISCO SILVEIRA DE MOURA - ME,BR
264593,Net Mariana Informatica EIRELI - ME,BR
264594,Bludata Processamento de Dados Ltda,BR
264595,E.M. SOUZA FALCÃO INFORMÁTICA & INTERNET EIRELI ME,BR
264596,ALFA TELECOMUNICACOES,BR
264597,Via Sul Provedor de Acesso a Internet LTDA,BR
264598,DELTA TELECOMUNICACAO LTDA - ME,BR
264599,SYNCONTEL TELECOMUNICAÇÕES LTDA,BR
60827,FERRONORDIC-AS,RU
48708,MYTECH-NO,NO
198179,ILYICH-AS,UA
8269,KUPOL,RU
61488,BOLITEL SRL,BO
58300,PERMMOLOKO-AS,RU
198174,AM-DINO1-AS,AM
263649,BrPhonia Provedor Ip Ltda,BR
263648,M. N. Redes de Comunicações Ltda.,BR
198175,AIOZG,CH
263645,P.H.S DOS SANTOS,BR
263644,FRUGUI TELECOMUNICACOES LTDA,BR
263647,Irádio Comercio e Manutenção de Maquinas LTDA,BR
263646,Digital Net Internet Service Provider,BR
263641,TCF Telecomunicações Campo Florido Ltda,BR
198176,PUW-PL-AS1,PL
263643,Inforcenter Online,BR
263642,Serra Net Telecomunicações e Internet LTDA. - ME,BR
55058,"BUR-USOPS-01 - Burroughs, Inc.",US
394811,O1FIBER - O1.com,US
23109,AS23109 - Thomson Reuters U.S. LLC,US
198177,EKINO-AS,FR
601,BACOM4-AS - Bell Canada,CA
600,OARNET-AS - OARnet,US
603,BACOM2-AS - Bell Canada,CA
602,BACOM3-AS - Bell Canada,CA
23103,"WD-AS1 - Western Digitech, Inc.",US
16910,"FARM-CREDIT - Farm Credit Financial Partners, Inc.",US
23101,PERCEPTA-GW2-AS - Percepta,US
23100,"CT-METROCAST-NET - Atlantic Broadband Finance, LLC",US
23107,PETRO-CANADA-GLOBAL-AS - Petro-Canada,CA
23106,Cemig Telecomunicações SA,BR
23105,BCMG INTERNET LTDA,BR
198171,HOSTING90 ===== UPSTREAM connectivity =====,CZ
28902,BIGPOINT,DE
59437,SEVKO,RU
59434,AUCTIONHOUSE-AS,RU
59435,BOLNET-AS Zastodolna 2,PL
59432,GINERNET,ES
